Lead Name,Website,Website Available,Phone,Lead Score,Priority,Source,Location,Industry,Recommended Services
Edge Academy - Best NDA Coaching,https://www.edgeacademy.co.in/,Yes,+91 94611 55543,23,Low,SerpAPI,"1-B-24, opposite Agnishaman Kendra, Mahaveer Nagar Extension, Shrinath Puram, Kota, Rajasthan 324005, India",education and coaching,"UI / UX, Content Freshness"
Career hub kota,,No,+91 94143 93091,100,Highest,SerpAPI,"Swami Dayanand Saraswati Rd, near TT Hospital, opp. Andhra Bank, Sector - 5, Keshavpura, Talwandi, Kota, Rajasthan 324005, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
"Aston Education Consultancy – Study Abroad, IELTS & SAT Coaching",http://www.studyforeign.net/,Yes,+91 97858 77198,43,Medium,SerpAPI,"Building No. 34, 1st floor, opera road, Shaheed Bhagat Singh Rd, near PNB Bank, Mahaveer Nagar-II, Indra Vihar, Mahaveer Nagar, Kota, Rajasthan 324005, India",education and coaching,"Security (SSL / HTTPS), UI / UX"
"Physics Wallah Admission Center Kota | IIT JEE, NEET Coaching Classes",https://www.pw.live/,Yes,+91 74288 90305,0,Low,SerpAPI,"5RXJ+F6P, Laxman Vihar, Kunadi, Electricity Board Area, Kota, Rajasthan 324008, India",education and coaching,None Identified
VIKAS CLASSES,,No,+91 97994 35051,100,Highest,SerpAPI,"bal mandir school road, near ram mandir, Bhimganj Mandi, Kota, Rajasthan 324002, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Rankers Point Kota,,No,,100,Highest,SerpAPI,"Janak puri marg - 1, Mala road, near St. Paul's school, Kota, Rajasthan 324002, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Resonance Kota - Station Road Center,https://www.resonance.ac.in/,Yes,+91 74431 92223,0,Low,SerpAPI,"1st Floor, C/O 3-4 Vidhya Nagar, Manoj Marg & Station Road, Kota, Rajasthan 324002, India",education and coaching,None Identified
sadhna career institute,,No,+91 82908 54107,100,Highest,SerpAPI,"5VGV+F5J, Akash Nagar, Pratap Nagar, Borkhera, Kota, Rajasthan 324002, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Nissan Classes Private Limited - Best JEE coaching institute in kota I JEE Coaching in mahaveer nagar I JEE classes in kota,https://www.nissanshkota.com/,Yes,+91 86961 19111,40,Medium,SerpAPI,"2, Y-5, Mahaveer Nagar 3, Mahaveer Nagar Housing Board Colony, Mahaveer Nagar, Kota, Rajasthan 324005, India",education and coaching,"SEO Structure, UI / UX"
Devanshi Tutorial and Coaching Institute,,No,,100,Highest,SerpAPI,"66, Suman Vihar Rd, Kunadi, Electricity Board Area, Kota, Rajasthan 324008, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Rao IIT Academy,,No,+91 74424 28595,100,Highest,SerpAPI,"Pacific Hostel, CP-3, Indra Vihar, Talwandi, Kota, Rajasthan 324005, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
VECTOR CLASSES,,No,+91 87695 68453,100,Highest,SerpAPI,"jn, near Rajkesar Hotel Station, Bhimganj Mandi, Kota, Rajasthan 324002, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
"ARUN COMMERCE CLASSES,KOTA",http://arunclasses.com/,Yes,,22,Low,SerpAPI,"16-A, behind Titan Eye, New colony, Gumanpura, Kota, Rajasthan 324007, India",education and coaching,SEO Structure
Kota classes,https://jsdl.in/DT-99AIA226Q6U,Yes,+91 90790 22846,47,Medium,SerpAPI,"Landmark City, Apposite army residency, Kunadi, Kota, Rajasthan 324008, India",education and coaching,"SEO Structure, Mobile Accessibility, Content Freshness"
"ALLEN Career Institute - PNCF Division, Kota | IIT JEE, NEET & Foundation Coaching",https://www.allen.ac.in/kota/?utm_source=GMB&utm_medium=Organic&utm_campaign=ALLEN_Career_Institute_PNCF_Division,Yes,+91 86906 60111,10,Low,SerpAPI,"CP22, Sumati Campus Samudayik Bhawan, No 157, nearby Kalabadal, Swami Vivekananda Nagar, Kota, Rajasthan 324005, India",education and coaching,Broken / Dead Links
Dynamic IAS / RAS Coaching Institute Kota,https://sites.google.com/view/dynamiccoaching,Yes,+91 97839 75985,37,Medium,SerpAPI,"5RPR+VP3, Educational Complex, Rampura Main Road, Kota, Rajasthan 324006, India",education and coaching,"SEO Structure, Broken / Dead Links, Content Freshness"
Mahaveer Sharma Commerce Coaching,,No,+91 80031 75494,100,Highest,SerpAPI,"22, amberkar nagar, Kunadi, Electricity Board Area, Kota, Rajasthan 324008, India",education and coaching,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
RAJA'S CLASSES,http://www.rajasclasses.com/,Yes,+91 74424 44444,25,Low,SerpAPI,"Raja’s Classes Kumar Building, Kota Junction, opposite Soral Indane, next to Kumar Cycle Store, Bhimganj Mandi, Kota, Rajasthan 324002, India",education and coaching,Security (SSL / HTTPS)
Physics Centre by DB Singh,https://iitphysicscentre.com/,Yes,+91 97728 81234,22,Low,SerpAPI,"IIT PHYSICS CENTRE, by DB SINGH 2-ka-35, Jhalawar Road, Vigyan Nagar, Kota, Rajasthan 324005, India",education and coaching,SEO Structure
Pioneers' Academy,https://www.pioneerskota.com/,Yes,+91 92143 11421,60,High,SerpAPI,"Ballabhbari, Gumanpura, Kota, Rajasthan 324007, India",education and coaching,"SEO Structure, Mobile Accessibility, UI / UX"
Tata Steel Plant,https://www.tatasteel.com/media/newsroom/press-releases/india/2022/tata-steel-s-jamshedpur-steel-plant-becomes-india-s-first-to-achieve-responsiblesteel-certification/,Yes,,18,Low,SerpAPI,"Tata Steel Plant Area, Jamshedpur, Jharkhand 831007, India",steel companies,UI / UX
Jaiswal Steel Industries Pvt Ltd,https://shivshambhugroup.com/jaiswal-steel/,Yes,,50,Medium,SerpAPI,"Ist Phase, A11, Adityapur Industrial Area, Adityapur, Jamshedpur, Jharkhand 832109, India",steel companies,"SEO Structure, UI / UX, Broken / Dead Links"
Tata Steel,http://tatasteel.com/,Yes,+91 657 227 1748,18,Low,SerpAPI,"Q6X3+923, Bistupur, TATA STEEL, Tata Steel Plant Area, Jamshedpur, Jharkhand 831001, India",steel companies,UI / UX
Beekay Steel Industries Limited,http://www.beekaysteel.com/,Yes,,32,Medium,SerpAPI,"Large Scale Sector Adityapur Industrial Area, Gamharia, Jamshedpur, Jharkhand 832108, India",steel companies,"SEO Structure, Broken / Dead Links"
Tata Steel,https://www.tatasteel.com/,Yes,+91 1800 108 8282,18,Low,SerpAPI,"Commercial Center Building, Northern Town, Jamshedpur, Jharkhand 831001, India",steel companies,UI / UX
Khetan Viniyog Private Limited,http://www.khetangroup.net/,Yes,+91 74881 51547,0,Low,SerpAPI,"A 21- 22, Phase-1, Adityapur Industrial Area, Adityapur, Jamshedpur, Jharkhand 832109, India",steel companies,None Identified
Tata Steel Gamharia,,No,,100,Highest,SerpAPI,"Gamharia, Jamshedpur, Barubad, Jharkhand 832108, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Tata Steel Colors- Jamshedpur,https://tatasteelcolors.com/,Yes,+91 657 662 4200,10,Low,SerpAPI,"Agrico Link Rd, Agrico Colony, Bara, Jamshedpur, Jharkhand 831009, India",steel companies,Broken / Dead Links
Tata Steel ITS,,No,,100,Highest,SerpAPI,"ITS Department of Tata Steel, Northern Town, Jamshedpur, Jharkhand 831001, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
G M Iron & Steel Company Limited,,No,+91 73209 16968,100,Highest,SerpAPI,"Adityapur Industrial Area, Adityapur, Jamshedpur, Jharkhand 832109, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
TATA STEEL WIRES DIVISION JAMSHEDPUR,http://www.iswp.co.in/,Yes,+91 1800 419 4012,25,Low,SerpAPI,"Indra Nagar, Telco Colony, Jamshedpur, Jharkhand 831004, India",steel companies,Security (SSL / HTTPS)
TISCO factory,,No,+91 657 227 1748,100,Highest,SerpAPI,"Q6M5+9VP, Tata Steel Plant Area, Jamshedpur, Jharkhand 831007, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
LD 1(Tata Steel),,No,,100,Highest,SerpAPI,"Q6Q3+232, Tata Steel Plant Area, Jamshedpur, Jharkhand 831007, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
"Tata Steel Downstream Products Limited, CR-Plant",,No,,100,Highest,SerpAPI,"Bara, Jamshedpur, Jharkhand 831009, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Akshay Steel Works Pvt. Ltd.,,No,,100,Highest,SerpAPI,"B-37/38, 2nd Phase, 832, 109. Jarkhand, Adityapur Industrial Area, Adityapur, Jamshedpur, Jharkhand 832109, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Rashtriya stainless steel,http://rashtriyasteel.in/,Yes,+91 93130 37033,40,Medium,SerpAPI,"Jindal House, 1/9-B, Asaf Ali Rd, near Punjab National Bank, Old Delhi, Kucha Tiku Shah, Chandni Chowk, New Delhi, Delhi, 110006, India",steel companies,"Security (SSL / HTTPS), Broken / Dead Links, Content Freshness"
KND Steel Corporation LLP,https://www.kndsteel.com/,Yes,+91 98182 23471,18,Low,SerpAPI,"Z-9, KND Steel Corporation LLP, Loha Mandi, Block Z, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi, 110028, India",steel companies,UI / UX
Jindal Steel Company,,No,+91 98681 02976,100,Highest,SerpAPI,"Y-16, Loha Mandi, Loha Mandi, Block Y, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi, 110028, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
RR STEEL INDUSTRY,https://www.rrsi.co.in/,Yes,+91 98103 64141,55,Medium,SerpAPI,"North, 505, KLJ TOWER, Netaji Subhash Place, Pitampura, New Delhi, Delhi, 110034, India",steel companies,"SEO Structure, UI / UX, Broken / Dead Links, Content Freshness"
Sagar Steel Industries,http://www.sagarsteelindustries.com/,Yes,+91 80 4763 1323,10,Low,SerpAPI,"A-18, Block A, Wazirpur Industrial Area, Ashok Vihar, New Delhi, Delhi, 110052, India",steel companies,Broken / Dead Links
JNB STEEL INDUSTRIES PVT. LTD.,http://www.jnbsteel.com/,Yes,+91 99106 10399,40,Medium,SerpAPI,"A-48, Second Floor, Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India",steel companies,"SEO Structure, UI / UX"
Shree Mahalaxmi Steel Industries,http://www.shreemahalaxmisteel.com/,Yes,+91 98104 66777,10,Low,SerpAPI,"Kh. No. 76, Ranholla, Industrial Area, Nangloi, Delhi, 110041, India",steel companies,Broken / Dead Links
Shiv Ganga Metal,http://shivgangametal.com/,Yes,+91 95600 72200,52,Medium,SerpAPI,"4278, Gali Shatara, Ajmere Gate Rd, Gali Sakko Wali, Chawri Bazar, Chandni Chowk, Delhi, New Delhi, Delhi 110006, India",steel companies,"SEO Structure, Mobile Accessibility, Broken / Dead Links"
SKS STEEL INDUSTRIES,,No,+91 96540 48861,100,Highest,SerpAPI,"B-4/29 PASCHIM VIHAR NEW DELHI -63, New Delhi, Delhi 110063, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Avtar Steel Limited - Head Office,http://www.avtarsteel.com/,Yes,+91 11 6606 6666,32,Medium,SerpAPI,"15th Floor, Aggarwal Corporate Heights, Netaji Subhash Place, Pitampura, Delhi, 110034, India",steel companies,"SEO Structure, Broken / Dead Links"
Bakshi Steel Industries,,No,+91 98111 43816,100,Highest,SerpAPI,"WZ-77/1&2(D-1 Jail Road Fateh Nagar, near gurudwara baba joraver singh ji, Tilak Nagar, Delhi, 110058, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
"Hrihaan Steel Industries - Stainless Steel SS Pipes, SS Tubes Manufacturer & Suppliers in Delhi",http://www.hrihaansteels.com/,Yes,+91 80765 38988,32,Medium,SerpAPI,,steel companies,"SEO Structure, Broken / Dead Links"
Giriraj Steel Traders,http://www.girirajsteel.in/,Yes,+91 99994 08508,20,Low,SerpAPI,"AD Block, Block AD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",steel companies,Mobile Accessibility
JAIN STEELS CORPORATION,https://www.jainsteel.com/,Yes,+91 98218 84922,27,Low,SerpAPI,"Shop no, 700, Gali Kundewalan, Old Delhi, Kucha Tiku Shah, Ajmeri Gate, Delhi, 110006, India",steel companies,"SEO Structure, Content Freshness"
Punjab Stainless Steel Industries,http://www.punjabsteels.com/,Yes,+91 11 4702 2780,42,Medium,SerpAPI,"B-61, Wazirpur Industrial Area Rd, Pocket C 3, Phase 2, Wazirpur, Delhi, 110052, India",steel companies,"SEO Structure, Mobile Accessibility"
BHARAT STEEL FABRICATION,https://bharatsteelfabricationservices.com/,Yes,+91 97117 27223,32,Medium,SerpAPI,"Kanjhawala road Rama vihar Rohini Sector 39, Kanjhawala Rd, Rama Vihar, Delhi, 110081, India",steel companies,"SEO Structure, Broken / Dead Links"
Maha Shakti Steel,,No,+91 92106 43385,100,Highest,SerpAPI,"A-10, Mubarak Pur Dabas Rd, near Sukhi Nahar, Kirari Suleman Nagar, Delhi, 110086, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Technomond Steel Industries,https://technomond.in/,Yes,+91 98990 16380,37,Medium,SerpAPI,"Ranhola - Mundka Rd, Mundka Village, Mundka, New Delhi, Delhi, 110041, India",steel companies,"SEO Structure, Broken / Dead Links, Content Freshness"
"Ankur steel ( D3, en31, p-20, Db6, Ramax",,No,,100,Highest,SerpAPI,,steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
KAMLA STEEL TRADERS,https://www.indiamart.com/kamla-steel-traders/,Yes,+91 70658 62936,20,Low,SerpAPI,"KH NO 74, PLOT NO 10/1, in front of METRO PILLAR NO 459, Mubarkpur, Rajdhani Park, Nangloi, Delhi, 110041, India",steel companies,Mobile Accessibility
Gopal Group of Industries,https://www.laxconsteels.com/,Yes,+91 11 4295 2500,20,Low,SerpAPI,"C-55/2, Wazirpur Industrial Area Rd, Block B, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India",steel companies,Mobile Accessibility
Bansal Steel Industries,http://www.bansalsteel.in/,Yes,+91 98100 88884,52,Medium,SerpAPI,"Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Content Freshness"
Apollo Tube And Steel Industries Limited,,No,,100,Highest,SerpAPI,"17, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Sanghvi Steel Corporation,https://qliqo.in/Sanghvi-Steel-Corporation-,Yes,+91 98195 77547,32,Medium,SerpAPI,"749, Kundewalan street , Ajmeri Gate, Ajmeri Gate, New Delhi, Delhi 110006, India",steel companies,"SEO Structure, Broken / Dead Links"
Durga Steel Company Pvt. Ltd.,,No,+91 80106 87668,100,Highest,SerpAPI,"A-42, Main, Kanjhawala Rd, Budh Vihar Phase I, Budh Vihar, New Delhi, Delhi, 110086, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Adequate Steel Fabricators,https://www.adequatesteel.com/,Yes,+91 98100 14985,10,Low,SerpAPI,"2015, Bank St, Block 47, Beadonpura, Karol Bagh, New Delhi, Delhi, 110005, India",steel companies,Broken / Dead Links
STEELCO ENGINEERING COMPANY,http://www.steelcoengineering.com/,Yes,+91 80 4580 0842,57,Medium,SerpAPI,"Khasra No. 94/13, Jindpur, Road, Zindpur Village, Delhi, 110036, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Broken / Dead Links"
Esha Enterprises,,No,+91 96547 88747,100,Highest,SerpAPI,"A-96/1, Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Aggarwal Iron & Sheet Traders,,No,+91 98105 53439,100,Highest,SerpAPI,"Plot No 12, Gali No 3, Railway Line Rd, Side, Anand Parbat, New Delhi, Delhi 110015, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Indoo Steel Fabrication,http://www.indoosteelfabrication.in/,Yes,+91 92131 21261,27,Low,SerpAPI,"Sarai Khawaja Rd, Sarai Khawaja Village, Sector 37, Faridabad, Haryana 121003, India",steel companies,"SEO Structure, Content Freshness"
Jai Ganesh Steel Co.,http://www.jaiganeshsteel.com/,Yes,+91 11 4587 2912,27,Low,SerpAPI,"B-40, Block B, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi, 110064, India",steel companies,"SEO Structure, Content Freshness"
AMP STEELS,https://www.ampsteels.com/,Yes,+91 99999 25050,0,Low,SerpAPI,"Y-159, Ground Floor, West, Loha Mandi, Loha Mandi, Block Y, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028, India",steel companies,None Identified
A.S STEEL INDUSTRIES,http://assteel.co.in/,Yes,+91 70653 83936,5,Low,SerpAPI,"A-33/9, vishwakarma Compound, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India",steel companies,Content Freshness
Surya King Foundry,,No,+91 98114 76570,100,Highest,SerpAPI,"Mange Ram Park, Block B, Mage Ram Park, Budh Vihar, New Delhi, Delhi, 110085, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Exotica Steel India | GSP Triply Cookware Manufacturer,https://www.gsphouseware.com/,Yes,+91 80 4531 7717,20,Low,SerpAPI,"O- 268, DSIIDC Industrial Area, Sector- 01, Bawana, New delhi, Delhi, 110039, India",steel companies,Mobile Accessibility
Sheela Stainless Pvt. Ltd.,http://www.pssrgroup.com/,Yes,+91 99115 74305,10,Low,SerpAPI,"28, Ground floor, Dump Scheme, Rani Jhansi Rd, Motia Khan, New Delhi, Delhi 110055, India",steel companies,Broken / Dead Links
Simco Steel Products | Storage Racks Manufacturer in Delhi,https://simcosteel.in/,Yes,+91 99993 12103,0,Low,SerpAPI,"Y-9/3 3rd Floor, Y- Block Rd, Loha Mandi, Naraina, New Delhi, Delhi 110028, India",steel companies,None Identified
Steel Trading Corporation,https://www.steeltradingcorporation.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3815154370177982284,Yes,+91 98114 88511,0,Low,SerpAPI,"Z/30, Loha Mandi, Block G, Naraina Vihar, Naraina, New Delhi, Delhi 110028, India",steel companies,None Identified
UNICON BUILDING SYSTEMS PVT. LTD.,http://uniconbuildingsystems.in/,Yes,+91 96500 08152,65,High,SerpAPI,"C 7 / 86 1st Floor, Sector 8, Rohini, New Delhi, Delhi 110085, India",steel companies,"Security (SSL / HTTPS), SEO Structure, UI / UX"
Asahi Ropes Private Limited,http://www.asahiropes.in/,Yes,+91 73034 26611,5,Low,SerpAPI,"902, KLJ TOWER, North, Netaji Subhash Place, Pitampura, Delhi, 110034, India",steel companies,Content Freshness
Metro TMT Saria And TMT Bars,http://metro-corp.in/,Yes,+91 99112 69666,27,Low,SerpAPI,"307, Pitampura Rd, Block KD, Dakshini Pitampura, Pitampura, Delhi, 110034, India",steel companies,"SEO Structure, Content Freshness"
Tata Steel Limited,https://www.tatasteel.com/,Yes,+91 11 2576 7793,18,Low,SerpAPI,"307/308, Vikram Tower, Rajendra Place, Pusa Road, New Delhi, Delhi 110005, India",steel companies,UI / UX
Arihant steels,,No,+91 80 4897 5967,100,Highest,SerpAPI,"Rithala, Rohini, Delhi, 110085, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Mittal Steel,,No,+91 92133 22508,100,Highest,SerpAPI,"A-58, Kanjhawala Rd, Pocket Q, Budh Vihar Phase I, Budh Vihar, Delhi, 110085, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
IRON & STEEL TRADERS,,No,+91 70539 00900,100,Highest,SerpAPI,"F-173A, Gurudwara Rd, South Extension I, Mahaveer Nagar, Kotla Mubarakpur, New Delhi, Delhi 110003, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
CBX Industries (India),http://www.indiamart.com/cbxindustries/,Yes,+91 98112 84941,30,Medium,SerpAPI,"WZ 283/26 A West Block Vishnu Garden, No.4, CH Harpal Chandela Rd, Khayala, Delhi, 110018, India",steel companies,"Mobile Accessibility, Broken / Dead Links"
Shilpa Steel Industries,,No,+91 99997 24470,100,Highest,SerpAPI,"A-67, Block A, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
Bablu Steel Almirah,,No,+91 98115 47695,100,Highest,SerpAPI,"RZ-149,Mangol Pur Khurd,(Near Petrol Pump, Qutab Garh Rd, New Delhi, Delhi 110085, India",steel companies,"Security (SSL / HTTPS), SEO Structure, Mobile Accessibility, UI / UX, Broken / Dead Links, Content Freshness"
